m5a.4xlarge,64 GiB,16,EBS only,Up to 10 Gigabit,0.768,560.64,NA
m6id.16xlarge,256 GiB,64,2 x 1900 SSD,25000 Megabit,4.2336,3090.5280000000002,NA
m5a.12xlarge,192 GiB,48,EBS only,10 Gigabit,2.304,1681.9199999999998,NA
m5n.large,8 GiB,2,EBS only,Up to 25 Gigabit,0.133,97.09,NA
m6id.8xlarge,128 GiB,32,1 x 1900 SSD,12500 Megabit,2.1168,1545.2640000000001,NA
"m6i.2xlarge","32 GiB",8,"EBS only","Up to 12500 Megabit",0.384,280.32,"NA"
"m5a.8xlarge","128 GiB",32,"EBS only","Up to 10 Gigabit",1.376,1004.4799999999999,"NA"
"m5dn.24xlarge","384 GiB",96,"4 x 900 NVMe SSD","100 Gigabit",6.528,4765.44,"NA"
"m5d.4xlarge","64 GiB",16,"2 x 300 NVMe SSD","Up to 10 Gigabit",0.904,659.9200000000001,"NA"
"m6g.large","8 GiB",2,"EBS only","Up to 10 Gigabit",0.077,56.21,"NA"
"m6gd.xlarge","16 GiB",4,"1 x 237 NVMe SSD","Up to 10 Gigabit",0.1808,131.98399999999998,"NA"
"m5ad.8xlarge","128 GiB",32,"2 x 600 NVMe SSD","Up to 10 Gigabit",1.648,1203.04,"NA"
"m5d.xlarge","16 GiB",4,"1 x 150 NVMe SSD","Up to 10 Gigabit",0.226,164.98000000000002,"NA"
"m5.xlarge","16 GiB",4,"EBS only","Up to 10 Gigabit",0.192,140.16,"NA"
"m6gd.12xlarge","192 GiB",48,"2 x 1425 NVMe SSD","20 Gigabit",2.1696,1583.808,"NA"
"m6id.32xlarge","512 GiB",128,"4 x 1900 SSD","50000 Megabit",7.5936,5543.328,"NA"
"m5d.large","8 GiB",2,"1 x 75 NVMe SSD","Up to 10 Gigabit",0.113,82.49000000000001,"NA"
"m5n.metal","384 GiB",96,"EBS only","100 Gigabit",5.712,4169.76,"NA"
"m6g.4xlarge","64 GiB",16,"EBS only","Up to 10 Gigabit",0.616,449.68,"NA"
"m6i.large","8 GiB",2,"EBS only","Up to 12500 Megabit",0.096,70.08,"NA"
"m5n.large","8 GiB",2,"EBS only","Up to 25 Gigabit",0.119,86.86999999999999,"NA"
"m5zn.12xlarge","192 GiB",48,"EBS only","100 Gigabit",3.9641,2893.793,"NA"
"m6id.4xlarge","64 GiB",16,"1 x 950 SSD","Up to 12500 Megabit",0.9492,692.916,"NA"
"m5a.24xlarge","384 GiB",96,"EBS only","20 Gigabit",4.128,3013.44,"NA"
"m5.16xlarge","256 GiB",64,"EBS only","20 Gigabit",3.072,2242.56,"NA"
"m5dn.metal","384 GiB",96,"4 x 900 NVMe SSD","100 Gigabit",6.528,4765.44,"NA"
"m6id.large","8 GiB",2,"1 x 118 SSD","Up to 12500 Megabit",0.11865,86.6145,"NA"
"m6g.medium","4 GiB",1,"EBS only","Up to 10 Gigabit",0.0385,28.105,"NA"
"m6i.xlarge","16 GiB",4,"EBS only","Up to 12500 Megabit",0.192,140.16,"NA"
"m5ad.24xlarge","384 GiB",96,"4 x 900 NVMe SSD","20 Gigabit",4.944,3609.12,"NA"
"m5d.24xlarge","384 GiB",96,"4 x 900 NVMe SSD","25 Gigabit",5.424,3959.5200000000004,"NA"
"m5.large","8 GiB",2,"EBS only","Up to 10 Gigabit",0.096,70.08,"NA"
"m5a.4xlarge","64 GiB",16,"EBS only","Up to 10 Gigabit",0.688,502.23999999999995,"NA"
"m5a.12xlarge","192 GiB",48,"EBS only","10 Gigabit",2.064,1506.72,"NA"
"m5a.large","8 GiB",2,"EBS only","Up to 10 Gigabit",0.086,62.779999999999994,"NA"
"m6id.metal","512 GiB",128,"4 x 1900 SSD","50000 Megabit",7.5936,5543.328,"NA"
"m5.4xlarge","64 GiB",16,"EBS only","Up to 10 Gigabit",0.768,560.64,"NA"
"m6a.xlarge","16 GiB",4,"EBS only","Up to 12500 Megabit",0.1728,126.144,"NA"
"m5zn.metal","192 GiB",48,"EBS only","100 Gigabit",3.9641,2893.793,"NA"
"m5dn.4xlarge","64 GiB",16,"2 x 300 NVMe SSD","Up to 25 Gigabit",1.088,794.24,"NA"
"m5d.12xlarge","192 GiB",48,"2 x 900 NVMe SSD","10 Gigabit",2.712,1979.7600000000002,"NA"
"m6a.32xlarge","512 GiB",128,"EBS only","50000 Megabit",5.5296,4036.608,"NA"
"m6g.8xlarge","128 GiB",32,"EBS only","10 Gigabit",1.232,899.36,"NA"
"m5zn.6xlarge","96 GiB",24,"EBS only","50 Gigabit",1.982,1446.86,"NA"
"m5n.2xlarge","32 GiB",8,"EBS only","Up to 25 Gigabit",0.476,347.47999999999996,"NA"
"m5zn.large","8 GiB",2,"EBS only","Up to 25 Gigabit",0.1652,120.596,"NA"
"m5ad.16xlarge","256 GiB",64,"4 x 600 NVMe SSD","12 Gigabit",3.296,2406.08,"NA"
"m5n.16xlarge","256 GiB",64,"EBS only","75 Gigabit",3.808,2779.8399999999997,"NA"
"m5zn.2xlarge","32 GiB",8,"EBS only","Up to 25 Gigabit",0.6607,482.311,"NA"
"m5dn.8xlarge","128 GiB",32,"2 x 600 NVMe SSD","25 Gigabit",2.176,1588.48,"NA"
"m5ad.4xlarge","64 GiB",16,"2 x 300 NVMe SSD","Up to 10 Gigabit",0.824,601.52,"NA"
"m6a.16xlarge","256 GiB",64,"EBS only","25000 Megabit",2.7648,2018.304,"NA"
"m5d.2xlarge","32 GiB",8,"1 x 300 NVMe SSD","Up to 10 Gigabit",0.452,329.96000000000004,"NA"
"m6i.24xlarge","384 GiB",96,"EBS only","37500 Megabit",4.608,3363.8399999999997,"NA"
"m6g.metal","256 GiB",64,"EBS only","25 Gigabit",2.464,1798.72,"NA"
"m6i.12xlarge","192 GiB",48,"EBS only","18750 Megabit",2.304,1681.9199999999998,"NA"
"m5ad.xlarge","16 GiB",4,"1 x 150 NVMe SSD","Up to 10 Gigabit",0.206,150.38,"NA"
"m5.24xlarge","384 GiB",96,"EBS only","25 Gigabit",4.608,3363.8399999999997,"NA"
"m5.metal","384 GiB",96,"EBS only","25 Gigabit",4.608,3363.8399999999997,"NA"
"m5n.12xlarge","192 GiB",48,"EBS only","50 Gigabit",2.856,2084.88,"NA"
"m6a.8xlarge","128 GiB",32,"EBS only","12500 Megabit",1.3824,1009.152,"NA"
"m6g.16xlarge","256 GiB",64,"EBS only","25 Gigabit",2.464,1798.72,"NA"
"m5n.24xlarge","384 GiB",96,"EBS only","100 Gigabit",5.712,4169.76,"NA"
"m6i.8xlarge","128 GiB",32,"EBS only","12500 Megabit",1.536,1121.28,"NA"
"m6gd.8xlarge","128 GiB",32,"1 x 1900 NVMe SSD","10 Gigabit",1.4464,1055.8719999999998,"NA"
"m5.12xlarge","192 GiB",48,"EBS only","10 Gigabit",2.304,1681.9199999999998,"NA"
"m6gd.16xlarge","256 GiB",64,"2 x 1900 NVMe SSD","25 Gigabit",2.8928,2111.7439999999997,"NA"
"m5zn.3xlarge","48 GiB",12,"EBS only","Up to 25 Gigabit",0.991,723.43,"NA"
"m6i.16xlarge","256 GiB",64,"EBS only","25000 Megabit",3.072,2242.56,"NA"
"m6id.12xlarge","192 GiB",48,"2 x 1425 SSD","18750 Megabit",2.8476,2078.748,"NA"
